dt,atm_id,region,total_withdrawn_amount_kwd,total_withdraw_txn_count,total_deposited_amount_kwd,total_deposit_txn_count,reported_dt,dup_flag
2020-03-03,ATM_0225,Farwaniya,1154.1,44,17.74,3,2020-03-03,false
2020-03-03,ATM_0230,Ahmadi,1605.53,56,32.59,5,2020-03-03,false
2020-03-03,ATM_0249,Ahmadi,1103.8,44,0.0,0,2020-03-03,false
2020-03-04,ATM_0023,Kuwait City,1149.78,36,9.58,1,2020-03-04,false
2020-03-04,ATM_0104,Farwaniya,1108.8,40,24.47,4,2020-03-04,false
2020-03-04,ATM_0165,Kuwait City,881.82,36,0.0,0,2020-03-06,false
2020-03-04,ATM_0171,Kuwait City,1205.39,40,10.53,2,2020-03-04,false
2020-03-04,ATM_0216,Hawalli,991.78,32,0.0,0,2020-03-04,false
2020-03-04,ATM_0230,Ahmadi,1627.49,53,23.68,3,2020-03-04,false
2020-03-04,ATM_0249,Ahmadi,1133.02,41,17.48,2,2020-03-04,false
2020-03-05,ATM_0023,Kuwait City,1142.13,50,40.54,6,2020-03-05,false
2020-03-05,ATM_0104,Farwaniya,1272.75,40,26.91,3,2020-03-05,false
2020-03-05,ATM_0117,Kuwait City,1300.34,40,32.11,4,2020-03-05,false
2020-03-05,ATM_0165,Kuwait City,1041.02,37,0.0,0,2020-03-05,false
2020-03-05,ATM_0216,Hawalli,778.7,35,19.27,3,2020-03-05,false
2020-03-05,ATM_0225,Farwaniya,916.57,31,9.95,1,2020-03-05,false
2020-03-05,ATM_0230,Ahmadi,1501.88,51,33.1,5,2020-03-05,false
2020-03-05,ATM_0249,Ahmadi,852.66,31,27.63,5,2020-03-05,false
2020-03-06,ATM_0049,Farwaniya,807.93,22,5.52,1,2020-03-06,false
2020-03-06,ATM_0104,Farwaniya,1424.2,47,55.43,5,2020-03-07,false
2020-03-06,ATM_0117,Kuwait City,1119.72,32,14.54,2,2020-03-06,false
2020-03-06,ATM_0165,Kuwait City,975.73,33,5.0,1,2020-03-06,false
2020-03-06,ATM_0171,Kuwait City,568.06,21,10.0,2,2020-03-06,false
2020-03-06,ATM_0216,Hawalli,781.42,28,0.0,0,2020-03-06,false
2020-03-06,ATM_0225,Farwaniya,1411.58,45,16.52,3,2020-03-06,false
2020-03-06,ATM_0230,Ahmadi,1829.64,58,28.95,4,2020-03-06,false
2020-03-06,ATM_0249,Ahmadi,990.82,39,14.56,2,2020-03-06,false
2020-03-07,ATM_0023,Kuwait City,958.35,42,27.29,4,2020-03-07,false
2020-03-07,ATM_0049,Farwaniya,1232.63,30,7.61,1,2020-03-07,false
2020-03-07,ATM_0104,Farwaniya,998.51,36,19.95,3,2020-03-07,false
2020-03-07,ATM_0117,Kuwait City,1227.18,39,5.0,1,2020-03-07,false
2020-03-07,ATM_0165,Kuwait City,668.2,29,11.42,2,2020-03-07,false
2020-03-07,ATM_0171,Kuwait City,773.73,33,33.97,4,2020-03-07,false
2020-03-07,ATM_0216,Hawalli,863.2,30,0.0,0,2020-03-07,false
2020-03-07,ATM_0225,Farwaniya,1137.4,43,28.81,4,2020-03-07,false
2020-03-07,ATM_0230,Ahmadi,1198.75,43,36.6,5,2020-03-08,false
2020-03-07,ATM_0249,Ahmadi,890.43,34,5.49,1,2020-03-07,false
2020-03-08,ATM_0023,Kuwait City,933.1,36,23.08,3,2020-03-08,false
2020-03-08,ATM_0049,Farwaniya,944.81,29,16.56,1,2020-03-08,false
2020-03-08,ATM_0104,Farwaniya,1045.36,33,0.0,0,2020-03-08,false
2020-03-08,ATM_0117,Kuwait City,1334.51,39,14.3,2,2020-03-08,false
2020-03-08,ATM_0165,Kuwait City,660.97,21,12.81,2,2020-03-08,false
2020-03-08,ATM_0171,Kuwait City,1013.59,33,24.14,4,2020-03-08,false
2020-03-08,ATM_0216,Hawalli,540.72,20,0.0,0,2020-03-08,false
2020-03-08,ATM_0225,Farwaniya,1155.35,39,15.0,3,2020-03-08,false
2020-03-08,ATM_0230,Ahmadi,1634.44,61,28.1,5,2020-03-08,false
2020-03-08,ATM_0249,Ahmadi,727.58,29,31.91,3,2020-03-08,false
2020-03-09,ATM_0023,Kuwait City,1017.9,39,20.0,4,2020-03-09,false
2020-03-09,ATM_0049,Farwaniya,1121.02,35,16.71,2,2020-03-09,false
2020-03-09,ATM_0104,Farwaniya,1086.02,36,28.52,5,2020-03-09,false
2020-03-09,ATM_0117,Kuwait City,1506.78,41,25.88,4,2020-03-09,false
2020-03-09,ATM_0165,Kuwait City,737.12,25,27.21,3,2020-03-09,false
2020-03-09,ATM_0171,Kuwait City,745.65,26,0.0,0,2020-03-09,false
2020-03-09,ATM_0216,Hawalli,1054.12,35,15.03,3,2020-03-09,false
2020-03-09,ATM_0225,Farwaniya,693.53,25,5.21,1,2020-03-09,false
2020-03-09,ATM_0230,Ahmadi,1843.09,62,16.25,2,2020-03-09,false
2020-03-09,ATM_0249,Ahmadi,971.39,41,10.0,2,2020-03-11,false
2020-03-10,ATM_0023,Kuwait City,687.05,29,10.0,2,2020-03-10,false
2020-03-10,ATM_0049,Farwaniya,947.82,30,19.39,3,2020-03-10,false
2020-03-10,ATM_0104,Farwaniya,1474.63,51,20.92,3,2020-03-10,false
2020-03-10,ATM_0117,Kuwait City,1351.82,38,11.52,2,2020-03-10,false
2020-03-10,ATM_0165,Kuwait City,935.05,32,12.7,2,2020-03-10,false
2020-03-10,ATM_0216,Hawalli,820.02,34,10.43,2,2020-03-10,false
2020-03-10,ATM_0225,Farwaniya,1046.48,38,32.52,3,2020-03-10,false
2020-03-10,ATM_0230,Ahmadi,1274.11,46,28.19,4,2020-03-10,false
2020-03-11,ATM_0023,Kuwait City,926.67,42,27.51,4,2020-03-11,false
2020-03-11,ATM_0049,Farwaniya,939.64,31,6.8,1,2020-03-11,false
2020-03-11,ATM_0104,Farwaniya,1266.53,40,20.71,3,2020-03-11,false
2020-03-11,ATM_0117,Kuwait City,1409.29,40,27.85,5,2020-03-11,false
2020-03-11,ATM_0165,Kuwait City,607.77,24,32.71,4,2020-03-11,false
2020-03-11,ATM_0171,Kuwait City,734.57,25,14.11,2,2020-03-11,false
2020-03-11,ATM_0216,Hawalli,971.1,27,0.0,0,2020-03-11,false
2020-03-11,ATM_0225,Farwaniya,1055.14,32,18.48,1,2020-03-11,false
2020-03-11,ATM_0230,Ahmadi,1419.59,50,49.97,6,2020-03-11,false
2020-03-11,ATM_0249,Ahmadi,1002.35,36,11.71,2,2020-03-11,false
2020-03-12,ATM_0023,Kuwait City,910.31,40,0.0,0,2020-03-12,false
2020-03-12,ATM_0049,Farwaniya,678.24,20,18.08,2,2020-03-12,false
2020-03-12,ATM_0104,Farwaniya,1146.44,38,11.44,2,2020-03-12,false
2020-03-12,ATM_0117,Kuwait City,886.1,29,5.0,1,2020-03-12,false
2020-03-12,ATM_0165,Kuwait City,728.21,28,15.0,3,2020-03-12,false
2020-03-12,ATM_0171,Kuwait City,806.45,31,11.39,2,2020-03-12,false
2020-03-12,ATM_0216,Hawalli,679.61,33,15.0,3,2020-03-12,false
2020-03-12,ATM_0225,Farwaniya,741.57,30,23.67,3,2020-03-12,false
2020-03-12,ATM_0230,Ahmadi,1178.7,44,11.02,2,2020-03-12,false
2020-03-12,ATM_0249,Ahmadi,1040.97,43,17.06,2,2020-03-12,false
2020-03-13,ATM_0023,Kuwait City,983.21,43,12.4,2,2020-03-13,false
2020-03-13,ATM_0049,Farwaniya,836.71,24,19.65,2,2020-03-13,false
2020-03-13,ATM_0104,Farwaniya,1328.23,41,18.5,3,2020-03-13,false
2020-03-13,ATM_0117,Kuwait City,933.65,27,10.47,2,2020-03-13,false
2020-03-13,ATM_0165,Kuwait City,881.63,34,5.21,1,2020-03-13,false
2020-03-13,ATM_0171,Kuwait City,679.26,24,0.0,0,2020-03-13,false
2020-03-13,ATM_0216,Hawalli,680.26,25,20.53,3,2020-03-13,false
2020-03-13,ATM_0225,Farwaniya,830.07,26,0.0,0,2020-03-13,false
2020-03-13,ATM_0230,Ahmadi,1791.43,58,42.19,6,2020-03-13,false
2020-03-13,ATM_0249,Ahmadi,956.63,33,5.0,1,2020-03-13,false
2020-03-14,ATM_0023,Kuwait City,898.79,32,6.73,1,2020-03-14,false
2020-03-14,ATM_0049,Farwaniya,1181.42,35,17.03,2,2020-03-14,false
2020-03-14,ATM_0104,Farwaniya,1163.7,45,37.95,3,2020-03-14,false
2020-03-14,ATM_0117,Kuwait City,1415.79,42,16.78,3,2020-03-14,false
2020-03-14,ATM_0165,Kuwait City,939.21,30,5.0,1,2020-03-14,false
2020-03-14,ATM_0171,Kuwait City,1206.42,38,15.34,2,2020-03-14,false
2020-03-14,ATM_0216,Hawalli,991.61,45,16.18,3,2020-03-14,false
2020-03-14,ATM_0225,Farwaniya,992.78,35,39.74,5,2020-03-14,false
2020-03-14,ATM_0230,Ahmadi,1267.33,44,21.02,3,2020-03-14,false
2020-03-14,ATM_0249,Ahmadi,747.53,31,0.0,0,2020-03-14,false
2020-03-15,ATM_0023,Kuwait City,920.2,37,15.2,2,2020-03-15,false
2020-03-15,ATM_0049,Farwaniya,954.0,24,8.36,1,2020-03-15,false
2020-03-15,ATM_0104,Farwaniya,1201.02,42,19.05,2,2020-03-15,false
2020-03-15,ATM_0117,Kuwait City,1178.91,33,22.61,3,2020-03-15,false
2020-03-15,ATM_0165,Kuwait City,612.63,21,6.37,1,2020-03-15,false
2020-03-15,ATM_0171,Kuwait City,901.86,28,19.65,3,2020-03-15,false
2020-03-15,ATM_0225,Farwaniya,662.62,28,13.96,1,2020-03-15,false
2020-03-15,ATM_0230,Ahmadi,1347.5,44,10.81,2,2020-03-15,false
2020-03-15,ATM_0249,Ahmadi,689.73,28,15.2,3,2020-03-15,false
2020-03-16,ATM_0023,Kuwait City,1253.58,48,20.04,4,2020-03-16,false
2020-03-16,ATM_0049,Farwaniya,894.91,21,16.77,1,2020-03-16,false
2020-03-16,ATM_0117,Kuwait City,1021.56,29,27.17,3,2020-03-16,false
2020-03-16,ATM_0165,Kuwait City,1024.79,35,16.1,3,2020-03-16,false
2020-03-16,ATM_0171,Kuwait City,625.17,25,5.0,1,2020-03-16,false
2020-03-16,ATM_0216,Hawalli,800.17,33,33.11,3,2020-03-16,false
2020-03-16,ATM_0225,Farwaniya,684.51,25,5.0,1,2020-03-16,false
2020-03-16,ATM_0230,Ahmadi,1316.56,44,18.36,3,2020-03-16,false
2020-03-16,ATM_0249,Ahmadi,947.56,33,19.48,3,2020-03-16,false
2020-03-17,ATM_0049,Farwaniya,865.93,32,36.72,4,2020-03-17,false
2020-03-17,ATM_0104,Farwaniya,1194.75,51,30.95,4,2020-03-17,false
2020-03-17,ATM_0117,Kuwait City,1195.74,36,10.0,2,2020-03-17,false
2020-03-17,ATM_0165,Kuwait City,698.05,23,0.0,0,2020-03-17,false
2020-03-17,ATM_0171,Kuwait City,930.49,28,30.01,3,2020-03-17,false
2020-03-17,ATM_0216,Hawalli,1089.5,38,5.0,1,2020-03-17,false
2020-03-17,ATM_0225,Farwaniya,580.54,20,24.12,3,2020-03-17,false
2020-03-17,ATM_0249,Ahmadi,613.7,25,0.0,0,2020-03-17,false
2020-03-18,ATM_0023,Kuwait City,1109.16,39,16.73,3,2020-03-18,false
2020-03-18,ATM_0049,Farwaniya,991.18,33,15.57,3,2020-03-18,false
2020-03-18,ATM_0104,Farwaniya,946.03,32,15.43,2,2020-03-18,false
2020-03-18,ATM_0117,Kuwait City,1104.07,34,0.0,0,2020-03-18,false
2020-03-18,ATM_0165,Kuwait City,982.2,32,12.76,2,2020-03-18,false
2020-03-18,ATM_0171,Kuwait City,906.43,27,14.68,2,2020-03-18,false
2020-03-18,ATM_0216,Hawalli,717.1,28,18.9,3,2020-03-18,false
2020-03-18,ATM_0225,Farwaniya,971.71,36,24.4,4,2020-03-18,false
2020-03-18,ATM_0230,Ahmadi,1391.29,52,23.23,3,2020-03-18,false
2020-03-18,ATM_0249,Ahmadi,1005.15,35,11.93,2,2020-03-18,false
2020-03-19,ATM_0023,Kuwait City,777.49,32,15.0,3,2020-03-19,false
2020-03-19,ATM_0049,Farwaniya,1143.29,34,20.97,3,2020-03-19,false
2020-03-19,ATM_0104,Farwaniya,1766.95,52,20.65,2,2020-03-19,false
2020-03-19,ATM_0117,Kuwait City,771.64,26,10.0,2,2020-03-19,false
2020-03-19,ATM_0165,Kuwait City,558.49,21,6.57,1,2020-03-19,false
2020-03-19,ATM_0171,Kuwait City,942.05,30,0.0,0,2020-03-19,false
2020-03-19,ATM_0216,Hawalli,929.13,37,30.31,4,2020-03-19,false
2020-03-19,ATM_0225,Farwaniya,723.6,28,5.0,1,2020-03-19,false
2020-03-19,ATM_0230,Ahmadi,1262.51,43,18.75,2,2020-03-19,false
2020-03-19,ATM_0249,Ahmadi,1054.37,37,18.76,3,2020-03-19,false
2020-03-20,ATM_0023,Kuwait City,1286.73,48,33.56,4,2020-03-20,false
2020-03-20,ATM_0049,Farwaniya,1187.53,39,33.15,4,2020-03-20,false
2020-03-20,ATM_0104,Farwaniya,1149.15,37,18.4,3,2020-03-20,false
2020-03-20,ATM_0117,Kuwait City,1700.42,47,36.19,5,2020-03-20,false
2020-03-20,ATM_0165,Kuwait City,944.8,34,6.35,1,2020-03-20,false
2020-03-20,ATM_0171,Kuwait City,885.12,40,37.55,6,2020-03-22,false
2020-03-20,ATM_0216,Hawalli,932.81,37,19.11,2,2020-03-20,false
2020-03-20,ATM_0225,Farwaniya,1014.78,44,25.29,3,2020-03-20,false
2020-03-20,ATM_0230,Ahmadi,1894.16,62,29.91,4,2020-03-20,false
2020-03-20,ATM_0249,Ahmadi,968.04,44,11.69,2,2020-03-20,false
2020-03-21,ATM_0049,Farwaniya,1201.57,39,17.49,3,2020-03-21,false
2020-03-21,ATM_0104,Farwaniya,2285.99,76,26.98,5,2020-03-21,false
2020-03-21,ATM_0117,Kuwait City,1584.17,51,24.86,4,2020-03-21,false
2020-03-21,ATM_0165,Kuwait City,1020.68,30,18.39,2,2020-03-21,false
2020-03-21,ATM_0171,Kuwait City,1003.89,39,0.0,0,2020-03-21,false
2020-03-21,ATM_0216,Hawalli,943.08,34,0.0,0,2020-03-21,false
2020-03-21,ATM_0225,Farwaniya,1021.01,36,12.39,2,2020-03-21,false
2020-03-21,ATM_0230,Ahmadi,1641.47,54,30.43,5,2020-03-21,false
2020-03-21,ATM_0249,Ahmadi,843.81,36,0.0,0,2020-03-21,false
2020-03-22,ATM_0023,Kuwait City,1275.18,46,15.28,3,2020-03-22,false
2020-03-22,ATM_0049,Farwaniya,1256.75,37,16.3,3,2020-03-22,false
2020-03-22,ATM_0104,Farwaniya,1208.34,45,39.57,5,2020-03-22,false
2020-03-22,ATM_0165,Kuwait City,1283.62,36,0.0,0,2020-03-22,false
2020-03-22,ATM_0171,Kuwait City,1233.4,43,5.0,1,2020-03-22,false
2020-03-22,ATM_0216,Hawalli,1157.11,42,15.36,2,2020-03-22,false
2020-03-22,ATM_0225,Farwaniya,1039.53,41,23.29,3,2020-03-22,false
2020-03-22,ATM_0230,Ahmadi,1937.23,63,17.01,3,2020-03-22,false
2020-03-22,ATM_0249,Ahmadi,891.31,40,15.15,3,2020-03-22,false
2020-03-23,ATM_0023,Kuwait City,1858.62,68,36.92,6,2020-03-23,false
2020-03-23,ATM_0104,Farwaniya,1065.88,41,5.0,1,2020-03-23,false
2020-03-23,ATM_0165,Kuwait City,962.8,33,15.0,3,2020-03-23,false
2020-03-23,ATM_0171,Kuwait City,1328.67,46,29.14,4,2020-03-23,false
2020-03-23,ATM_0216,Hawalli,934.89,37,5.25,1,2020-03-23,false
2020-03-23,ATM_0230,Ahmadi,1554.14,60,5.11,1,2020-03-23,false
2020-03-23,ATM_0249,Ahmadi,731.49,35,5.0,1,2020-03-23,false
2020-03-24,ATM_0023,Kuwait City,1021.56,42,25.35,4,2020-03-24,false
2020-03-24,ATM_0049,Farwaniya,1210.94,37,19.38,3,2020-03-24,false
2020-03-24,ATM_0104,Farwaniya,1265.18,47,47.99,7,2020-03-24,false
2020-03-24,ATM_0117,Kuwait City,1303.84,38,29.64,4,2020-03-24,false
2020-03-24,ATM_0165,Kuwait City,1194.81,43,23.23,3,2020-03-24,false
2020-03-24,ATM_0216,Hawalli,979.88,39,18.79,3,2020-03-24,false
2020-03-24,ATM_0225,Farwaniya,1508.25,50,16.99,3,2020-03-24,false
2020-03-24,ATM_0230,Ahmadi,2060.24,67,45.23,5,2020-03-24,false
2020-03-24,ATM_0249,Ahmadi,1130.77,47,29.15,5,2020-03-24,false
2020-03-25,ATM_0023,Kuwait City,1343.75,52,28.4,4,2020-03-25,false
2020-03-25,ATM_0049,Farwaniya,1246.65,37,15.0,3,2020-03-25,false
2020-03-25,ATM_0104,Farwaniya,1143.75,44,10.0,2,2020-03-25,false
2020-03-25,ATM_0117,Kuwait City,1626.78,48,25.61,3,2020-03-25,false
2020-03-25,ATM_0165,Kuwait City,1271.01,40,5.0,1,2020-03-25,false
2020-03-25,ATM_0171,Kuwait City,1253.43,41,10.0,2,2020-03-25,false
2020-03-25,ATM_0216,Hawalli,1338.06,52,21.06,4,2020-03-27,false
2020-03-25,ATM_0225,Farwaniya,1440.88,41,15.0,3,2020-03-25,false
2020-03-25,ATM_0230,Ahmadi,1548.8,46,16.84,2,2020-03-25,false
2020-03-25,ATM_0249,Ahmadi,1359.22,56,38.24,4,2020-03-25,false
2020-03-26,ATM_0023,Kuwait City,1012.14,44,18.76,3,2020-03-26,false
2020-03-26,ATM_0049,Farwaniya,1277.02,41,10.0,2,2020-03-26,false
2020-03-26,ATM_0104,Farwaniya,1122.32,45,5.0,1,2020-03-27,false
2020-03-26,ATM_0117,Kuwait City,1390.82,47,24.21,4,2020-03-26,false
2020-03-26,ATM_0165,Kuwait City,516.11,21,0.0,0,2020-03-26,false
2020-03-26,ATM_0171,Kuwait City,885.26,31,12.11,1,2020-03-26,false
2020-03-26,ATM_0216,Hawalli,851.23,35,32.58,4,2020-03-26,false
2020-03-26,ATM_0225,Farwaniya,985.08,39,10.12,2,2020-03-26,false
2020-03-26,ATM_0230,Ahmadi,1673.32,54,20.0,4,2020-03-26,false
2020-03-26,ATM_0249,Ahmadi,1294.69,51,10.0,2,2020-03-26,false
2020-03-27,ATM_0023,Kuwait City,1355.26,57,36.6,6,2020-03-27,false
2020-03-27,ATM_0049,Farwaniya,1131.6,33,36.56,4,2020-03-27,false
2020-03-27,ATM_0104,Farwaniya,1472.66,48,10.1,2,2020-03-27,false
2020-03-27,ATM_0117,Kuwait City,1033.65,35,5.0,1,2020-03-27,false
2020-03-27,ATM_0165,Kuwait City,1005.32,32,17.28,2,2020-03-27,false
2020-03-27,ATM_0171,Kuwait City,1213.17,46,32.68,4,2020-03-27,false
2020-03-27,ATM_0216,Hawalli,1031.71,42,23.18,4,2020-03-27,false
2020-03-27,ATM_0225,Farwaniya,1246.68,44,20.93,2,2020-03-27,false
2020-03-27,ATM_0230,Ahmadi,1339.14,53,24.62,4,2020-03-27,false
2020-03-27,ATM_0249,Ahmadi,1172.22,44,15.0,3,2020-03-27,false
2020-03-28,ATM_0023,Kuwait City,1145.28,46,42.31,6,2020-03-28,false
2020-03-28,ATM_0049,Farwaniya,1240.63,32,16.74,3,2020-03-28,false
2020-03-28,ATM_0104,Farwaniya,1256.17,46,10.85,2,2020-03-28,false
2020-03-28,ATM_0117,Kuwait City,1668.38,50,13.11,2,2020-03-28,false
2020-03-28,ATM_0165,Kuwait City,906.4,35,17.37,3,2020-03-28,false
2020-03-28,ATM_0171,Kuwait City,1015.87,33,14.1,2,2020-03-28,false
2020-03-28,ATM_0216,Hawalli,654.33,24,11.87,2,2020-03-28,false
2020-03-28,ATM_0225,Farwaniya,987.31,37,16.28,3,2020-03-28,false
2020-03-28,ATM_0230,Ahmadi,1577.07,56,21.11,4,2020-03-28,false
2020-03-28,ATM_0249,Ahmadi,985.08,42,12.18,2,2020-03-29,false
2020-03-29,ATM_0023,Kuwait City,1231.55,43,17.87,1,2020-03-29,false
2020-03-29,ATM_0049,Farwaniya,1129.76,35,12.47,2,2020-03-29,false
2020-03-29,ATM_0104,Farwaniya,948.38,37,5.0,1,2020-03-29,false
2020-03-29,ATM_0117,Kuwait City,1710.32,44,28.93,4,2020-03-29,false
2020-03-29,ATM_0165,Kuwait City,1031.46,31,7.71,1,2020-03-29,false
2020-03-29,ATM_0171,Kuwait City,937.39,31,21.04,3,2020-03-29,false
2020-03-29,ATM_0216,Hawalli,886.3,37,5.0,1,2020-03-29,false
2020-03-29,ATM_0225,Farwaniya,919.81,29,10.0,2,2020-03-29,false
2020-03-29,ATM_0230,Ahmadi,1191.52,44,17.18,3,2020-03-29,false
2020-03-29,ATM_0249,Ahmadi,1228.04,43,26.62,4,2020-03-29,false
2020-03-30,ATM_0023,Kuwait City,1324.48,53,11.1,1,2020-03-30,false
2020-03-30,ATM_0049,Farwaniya,904.5,28,5.0,1,2020-03-30,false
2020-03-30,ATM_0117,Kuwait City,975.13,32,0.0,0,2020-04-01,false
2020-03-30,ATM_0165,Kuwait City,1063.62,30,23.63,4,2020-03-30,false
2020-03-30,ATM_0171,Kuwait City,1057.19,34,24.35,3,2020-03-30,false
2020-03-30,ATM_0216,Hawalli,990.17,41,10.85,2,2020-03-30,false
2020-03-30,ATM_0225,Farwaniya,746.33,28,5.09,1,2020-03-30,false
2020-03-30,ATM_0230,Ahmadi,1590.03,51,6.76,1,2020-03-30,false
2020-03-30,ATM_0249,Ahmadi,1043.72,40,0.0,0,2020-03-30,false
2020-03-31,ATM_0023,Kuwait City,1451.36,56,18.52,3,2020-03-31,false
2020-03-31,ATM_0049,Farwaniya,1147.96,36,22.3,3,2020-03-31,false
2020-03-31,ATM_0104,Farwaniya,1272.07,41,5.0,1,2020-03-31,false
2020-03-31,ATM_0117,Kuwait City,983.3,31,22.77,3,2020-03-31,false
2020-03-31,ATM_0165,Kuwait City,590.42,27,20.52,2,2020-03-31,false
2020-03-31,ATM_0171,Kuwait City,943.04,35,26.98,3,2020-03-31,false
2020-03-31,ATM_0216,Hawalli,762.3,29,13.85,2,2020-03-31,false
2020-03-31,ATM_0225,Farwaniya,974.39,34,10.0,2,2020-03-31,false
2020-03-31,ATM_0230,Ahmadi,1397.53,46,16.15,3,2020-03-31,false
2020-03-31,ATM_0249,Ahmadi,945.69,36,15.0,3,2020-03-31,false
2020-04-01,ATM_0049,Farwaniya,814.34,31,15.51,2,2020-04-01,false
2020-04-01,ATM_0104,Farwaniya,1201.03,44,20.72,4,2020-04-01,false
2020-04-01,ATM_0117,Kuwait City,1365.32,43,12.65,1,2020-04-01,false
2020-04-01,ATM_0165,Kuwait City,732.61,30,0.0,0,2020-04-01,false
2020-04-01,ATM_0171,Kuwait City,617.69,28,16.55,2,2020-04-01,false
2020-04-01,ATM_0216,Hawalli,1361.87,55,18.13,3,2020-04-01,false
2020-04-01,ATM_0225,Farwaniya,1036.45,40,10.8,2,2020-04-01,false
2020-04-01,ATM_0230,Ahmadi,1433.36,59,24.16,3,2020-04-02,false
2020-04-01,ATM_0236,Hawalli,762.99,24,14.69,2,2020-04-01,false
2020-04-01,ATM_0249,Ahmadi,915.09,34,19.39,3,2020-04-01,false
2020-04-02,ATM_0023,Kuwait City,1279.06,41,17.19,3,2020-04-02,false
2020-04-02,ATM_0049,Farwaniya,591.0,23,5.23,1,2020-04-02,false
2020-04-02,ATM_0104,Farwaniya,1066.46,36,30.45,4,2020-04-02,false
2020-04-02,ATM_0117,Kuwait City,1140.45,36,8.69,1,2020-04-02,false
2020-04-02,ATM_0165,Kuwait City,659.09,24,25.74,4,2020-04-02,false
2020-04-02,ATM_0171,Kuwait City,920.12,35,18.05,2,2020-04-02,false
2020-04-02,ATM_0225,Farwaniya,522.62,18,0.0,0,2020-04-02,false
2020-04-02,ATM_0230,Ahmadi,1351.69,49,16.54,3,2020-04-02,false
2020-04-02,ATM_0236,Hawalli,833.0,28,11.72,2,2020-04-02,false
2020-04-03,ATM_0023,Kuwait City,1157.8,42,15.24,3,2020-04-03,false
2020-04-03,ATM_0049,Farwaniya,677.67,21,6.45,1,2020-04-03,false
2020-04-03,ATM_0104,Farwaniya,730.24,27,26.73,5,2020-04-03,false
2020-04-03,ATM_0165,Kuwait City,1075.34,32,10.0,2,2020-04-04,false
2020-04-03,ATM_0171,Kuwait City,750.5,25,14.91,2,2020-04-03,false
2020-04-03,ATM_0216,Hawalli,723.81,32,13.08,2,2020-04-03,false
2020-04-03,ATM_0225,Farwaniya,867.46,33,20.73,3,2020-04-03,false
2020-04-03,ATM_0230,Ahmadi,1570.2,49,38.61,5,2020-04-03,false
2020-04-03,ATM_0236,Hawalli,915.21,28,5.0,1,2020-04-03,false
2020-04-03,ATM_0249,Ahmadi,916.6,41,23.09,4,2020-04-03,false
2020-04-04,ATM_0023,Kuwait City,1319.12,46,20.92,2,2020-04-04,false
2020-04-04,ATM_0049,Farwaniya,1275.69,34,27.34,4,2020-04-04,false
2020-04-04,ATM_0104,Farwaniya,1298.51,50,18.77,3,2020-04-04,false
2020-04-04,ATM_0117,Kuwait City,1360.69,44,20.87,2,2020-04-04,false
2020-04-04,ATM_0165,Kuwait City,1016.39,32,19.19,3,2020-04-04,false
2020-04-04,ATM_0171,Kuwait City,991.99,30,5.0,1,2020-04-04,false
2020-04-04,ATM_0216,Hawalli,958.01,38,11.61,2,2020-04-04,false
2020-04-04,ATM_0225,Farwaniya,775.73,29,17.05,3,2020-04-04,false
2020-04-04,ATM_0230,Ahmadi,1235.34,41,16.64,3,2020-04-04,false
2020-04-04,ATM_0236,Hawalli,875.5,26,7.59,1,2020-04-04,false
2020-04-04,ATM_0249,Ahmadi,898.17,39,20.39,4,2020-04-04,false
2020-04-05,ATM_0023,Kuwait City,1016.84,34,16.54,3,2020-04-05,false
2020-04-05,ATM_0049,Farwaniya,1475.58,39,24.12,2,2020-04-05,false
2020-04-05,ATM_0104,Farwaniya,1500.55,50,32.1,4,2020-04-05,false
2020-04-05,ATM_0117,Kuwait City,1385.67,38,17.08,3,2020-04-05,false
2020-04-05,ATM_0165,Kuwait City,726.37,23,19.41,3,2020-04-05,false
2020-04-05,ATM_0171,Kuwait City,767.66,26,33.8,3,2020-04-05,false
2020-04-05,ATM_0216,Hawalli,1026.23,37,18.87,3,2020-04-05,false
2020-04-05,ATM_0225,Farwaniya,960.43,31,17.28,3,2020-04-05,false
2020-04-05,ATM_0230,Ahmadi,1326.45,48,18.24,3,2020-04-05,false
2020-04-05,ATM_0236,Hawalli,704.61,24,12.95,2,2020-04-05,false
2020-04-05,ATM_0249,Ahmadi,1256.08,49,23.5,3,2020-04-05,false
2020-04-06,ATM_0023,Kuwait City,960.8,38,15.74,3,2020-04-06,false
2020-04-06,ATM_0049,Farwaniya,1173.87,35,19.92,2,2020-04-06,false
2020-04-06,ATM_0104,Farwaniya,896.57,32,0.0,0,2020-04-06,false
2020-04-06,ATM_0117,Kuwait City,1364.46,40,30.31,3,2020-04-06,false
2020-04-06,ATM_0165,Kuwait City,1265.97,39,32.65,6,2020-04-06,false
2020-04-06,ATM_0171,Kuwait City,718.1,29,53.91,7,2020-04-06,false
2020-04-06,ATM_0216,Hawalli,770.74,34,10.0,2,2020-04-06,false
2020-04-06,ATM_0225,Farwaniya,987.68,35,11.42,1,2020-04-06,false
2020-04-06,ATM_0230,Ahmadi,1076.48,39,26.01,2,2020-04-06,false
2020-04-06,ATM_0236,Hawalli,795.76,24,11.66,1,2020-04-06,false
2020-04-06,ATM_0249,Ahmadi,1126.87,46,10.0,2,2020-04-06,false
2020-04-07,ATM_0023,Kuwait City,1096.54,36,11.52,2,2020-04-07,false
2020-04-07,ATM_0049,Farwaniya,607.31,22,5.0,1,2020-04-07,false
